year,county,state,days,good,moderate,unhealthy_for_sensitive_groups,unhealthy,very_unhealthy,max_aqi,90%_aqi,median_aqi,co,no2,o3,so2,pm2_5,pm10
2005,Trumbull,OH,263,121,104,33,5,NA,174,108,54,NA,NA,180,NA,82,1
2005,Tuscarawas,OH,349,287,58,3,1,NA,200,59,30,NA,NA,NA,349,NA,NA
2005,Warren,OH,212,111,64,33,4,NA,190,122,50,NA,NA,212,NA,NA,NA
2005,Washington,OH,234,140,64,24,6,NA,179,108,48,NA,NA,211,NA,NA,23
2005,Wood,OH,214,134,57,21,2,NA,166,105,45,NA,NA,214,NA,NA,NA
2005,Wyandot,OH,146,143,3,NA,NA,NA,52,38,23,NA,NA,NA,NA,NA,146
2005,Hancock,ME,365,309,39,14,3,NA,172,61,36,NA,NA,356,NA,9,NA
2005,Knox,ME,162,140,15,6,1,NA,192,64,37,NA,NA,162,NA,NA,NA
2005,Washington,ME,340,322,16,1,1,NA,159,47,34,NA,NA,320,NA,20,NA
2005,Androscoggin,ME,171,153,16,2,NA,NA,150,51,29,NA,NA,140,NA,NA,31
2005,Aroostook,ME,365,349,16,NA,NA,NA,97,45,31,NA,NA,323,3,16,23
2005,Cumberland,ME,365,310,47,8,NA,NA,143,57,37,NA,114,196,24,23,8
2005,Kennebec,ME,213,190,20,3,NA,NA,143,51,33,NA,NA,183,NA,NA,30
2005,Oxford,ME,183,176,6,1,NA,NA,101,48,32,NA,NA,183,NA,NA,NA
2005,Penobscot,ME,364,328,34,2,NA,NA,108,50,33,NA,NA,326,NA,35,3
2005,York,ME,183,134,36,13,NA,NA,147,90,42,NA,1,182,NA,NA,NA
2005,Sagadahoc,ME,167,139,22,5,1,NA,159,77,36,NA,NA,167,NA,NA,NA
2005,Erie,PA,365,152,175,32,6,NA,195,101,54,NA,19,103,69,174,NA
2005,Franklin,PA,204,139,57,8,NA,NA,119,87,44.5,NA,NA,204,NA,NA,NA
2005,Adams,PA,364,168,169,26,1,NA,161,93,53,NA,NA,169,NA,195,NA
2005,Delaware,PA,363,221,112,25,5,NA,161,93,44,NA,83,141,38,78,23
2005,Greene,PA,215,108,75,30,2,NA,172,112,50,3,NA,187,25,NA,NA
2005,Lawrence,PA,365,231,111,21,2,NA,157,89,44,NA,99,144,108,NA,14
2005,Montgomery,PA,365,251,83,24,7,NA,169,90,42,NA,117,166,18,62,2
2005,Warren,PA,365,217,63,76,9,NA,200,126,34,NA,NA,NA,365,NA,NA
2005,Washington,PA,365,83,233,44,5,NA,166,106,67,NA,2,95,165,103,NA
2005,Cumberland,PA,345,162,169,14,NA,NA,120,83,53,NA,NA,NA,NA,345,NA
2005,York,PA,365,187,124,47,7,NA,179,108,49,1,98,138,50,74,4
2005,Allegheny,PA,365,69,187,84,24,1,202,137,73,NA,4,61,120,178,2
2005,Armstrong,PA,214,130,56,24,3,1,204,108,47,NA,NA,214,NA,NA,NA
2005,Beaver,PA,365,112,158,83,12,NA,200,122,67,NA,15,93,213,42,2
2005,Berks,PA,365,221,111,30,3,NA,169,99,44,NA,109,110,64,78,4
2005,Blair,PA,365,258,92,15,NA,NA,150,77,41,1,74,184,97,NA,9
2005,Bucks,PA,365,247,90,21,7,NA,182,93,42,NA,106,165,25,66,3
2005,Cambria,PA,365,215,125,24,1,NA,151,91,46,NA,57,124,91,85,8
2005,Centre,PA,365,176,163,23,3,NA,161,94,52,NA,4,174,10,177,NA
2005,Chester,PA,251,116,95,32,8,NA,195,115,55,NA,NA,184,NA,67,NA
2005,Clearfield,PA,208,115,66,23,4,NA,161,108,48,NA,NA,208,NA,NA,NA
2005,Dauphin,PA,365,143,187,31,4,NA,174,100,58,NA,25,102,23,215,NA
2005,Elk,PA,344,283,50,11,NA,NA,129,71,37,NA,NA,344,NA,NA,NA
2005,Lackawanna,PA,365,191,151,21,2,NA,159,88,49,NA,33,136,7,189,NA
2005,Lancaster,PA,365,203,117,41,4,NA,177,108,46,NA,70,163,46,81,5
2005,Lehigh,PA,365,174,160,27,4,NA,166,96,53,NA,22,117,25,201,NA
2005,Luzerne,PA,365,184,161,19,1,NA,161,88,50,NA,19,128,12,205,1
2005,Lycoming,PA,365,275,66,22,2,NA,156,87,34,NA,NA,207,145,NA,13
2005,Mercer,PA,365,154,174,33,4,NA,177,101,53,NA,NA,160,16,189,NA
2005,Northampton,PA,365,140,196,24,5,NA,159,96,56,NA,8,86,68,176,27
2005,Perry,PA,363,247,96,19,1,NA,156,87,39,NA,58,170,54,81,NA
2005,Philadelphia,PA,365,148,177,32,8,NA,197,105,56,NA,51,110,7,197,NA
2005,Schuylkill,PA,361,346,15,NA,NA,NA,84,36,13,81,NA,NA,280,NA,NA
2005,Somerset,PA,362,290,61,10,1,NA,154,71,36,NA,NA,362,NA,NA,NA
2005,Tioga,PA,211,140,57,14,NA,NA,143,93,46,NA,NA,211,NA,NA,NA
2005,Westmoreland,PA,365,208,128,24,5,NA,179,90,47,NA,50,126,89,90,10
2005,Indiana,PA,365,200,121,38,6,NA,172,107,48,NA,31,168,166,NA,NA
2006,Albany,NY,365,315,48,2,NA,NA,133,58,33,2,NA,297,22,44,NA
2006,Bronx,NY,365,181,169,11,4,NA,185,87,51,NA,118,54,34,159,NA
2006,Chautauqua,NY,365,268,74,22,1,NA,151,87,40,NA,NA,295,35,35,NA
2006,Chemung,NY,365,335,29,1,NA,NA,115,49,32,NA,NA,339,26,NA,NA
2006,Dutchess,NY,351,333,17,1,NA,NA,108,43,28,NA,NA,351,NA,NA,NA
2006,Erie,NY,365,230,112,21,2,NA,151,87,42,NA,80,174,48,63,NA
2006,Essex,NY,365,291,65,9,NA,NA,136,64,42,NA,NA,342,NA,23,NA
2006,Franklin,NY,365,347,15,3,NA,NA,133,44,19,NA,NA,181,72,NA,112
2006,Hamilton,NY,358,328,28,2,NA,NA,133,50,34,NA,NA,346,12,NA,NA
2006,Herkimer,NY,358,338,18,2,NA,NA,115,47,33,NA,NA,356,2,NA,NA
2006,Jefferson,NY,229,199,25,5,NA,NA,122,58,33,NA,NA,229,NA,NA,NA
2006,Kings,NY,365,317,45,3,NA,NA,113,58,14,245,NA,NA,NA,120,NA
2006,Madison,NY,362,329,32,1,NA,NA,133,50,34,NA,NA,343,19,NA,NA
2006,Monroe,NY,365,300,59,6,NA,NA,143,61,33,4,NA,234,57,70,NA
2006,Nassau,NY,363,312,50,1,NA,NA,106,56,33,NA,255,NA,26,82,NA
2006,New York,NY,365,191,165,8,1,NA,151,74,50,1,238,NA,43,83,NA
2006,Niagara,NY,361,285,67,9,NA,NA,133,64,30,7,NA,167,101,86,NA
2006,Oneida,NY,231,208,22,1,NA,NA,101,50,33,NA,NA,220,NA,11,NA
2006,Onondaga,NY,365,320,41,4,NA,NA,122,54,31,21,NA,304,14,26,NA
2006,Orange,NY,275,213,53,9,NA,NA,143,77,39,NA,NA,200,NA,75,NA
2006,Putnam,NY,357,317,35,4,1,NA,172,54,32,NA,NA,330,27,NA,NA
2006,Queens,NY,365,215,136,13,1,NA,159,75,45,NA,124,71,7,163,NA
2006,Rensselaer,NY,359,322,31,6,NA,NA,129,51,32,NA,NA,350,9,NA,NA
2006,Richmond,NY,272,185,69,12,5,1,208,84,43,NA,NA,186,NA,86,NA
2006,Saratoga,NY,277,250,22,4,1,NA,159,50,31,NA,NA,277,NA,NA,NA
2006,Schenectady,NY,365,354,10,1,NA,NA,101,41,26,13,NA,321,31,NA,NA
2006,St. Lawrence,NY,105,91,14,NA,NA,NA,85,55,19,NA,NA,NA,NA,105,NA
2006,Steuben,NY,365,281,78,6,NA,NA,115,66,38,NA,NA,231,NA,134,NA
2006,Suffolk,NY,365,257,91,12,4,1,226,84,43,NA,31,261,37,36,NA
2006,Tompkins,NY,348,308,39,1,NA,NA,119,53,35,NA,NA,335,NA,13,NA
2006,Ulster,NY,365,323,37,5,NA,NA,129,54,36,NA,NA,359,6,NA,NA
2006,Wayne,NY,211,187,22,2,NA,NA,119,51,31,NA,NA,211,NA,NA,NA
2006,Westchester,NY,347,274,59,12,1,1,207,71,35,NA,NA,276,NA,71,NA
2006,Oswego,NY,213,172,36,5,NA,NA,140,67,38,NA,NA,213,NA,NA,NA
2006,Franklin,OH,365,224,116,23,2,NA,154,93,44,5,NA,171,32,82,75
2006,Hamilton,OH,365,171,150,41,3,NA,182,104,52,1,79,131,77,75,2
2006,Jefferson,OH,365,208,127,29,1,NA,159,93,46,24,NA,136,117,85,3
2006,Madison,OH,214,123,76,15,NA,NA,147,97,46.5,NA,NA,214,NA,NA,NA
2006,Adams,OH,359,316,41,2,NA,NA,107,52,16,NA,NA,NA,359,NA,NA
2006,Allen,OH,364,300,55,8,1,NA,161,64,28,NA,NA,210,127,NA,27
2006,Ashtabula,OH,362,292,57,9,4,NA,185,84,33,NA,NA,208,154,NA,NA
2006,Athens,OH,53,35,18,NA,NA,NA,98,67,43,NA,NA,NA,NA,53,NA
2006,Belmont,OH,365,261,73,31,NA,NA,138,95,23,NA,NA,NA,365,NA,NA
2006,Butler,OH,365,204,137,23,1,NA,154,91,47,NA,NA,207,80,78,NA
2006,Clark,OH,365,253,98,13,1,NA,164,77,42,NA,NA,180,104,81,NA
2006,Clermont,OH,260,150,97,12,1,NA,154,87,47,NA,NA,180,NA,80,NA
2006,Clinton,OH,214,121,75,17,1,NA,161,100,48,NA,NA,214,NA,NA,NA
2006,Columbiana,OH,354,284,57,13,NA,NA,133,74,17,NA,NA,NA,313,NA,41
2006,Crawford,OH,345,286,52,7,NA,NA,147,64,36,NA,NA,345,NA,NA,NA
2006,Cuyahoga,OH,365,161,167,34,3,NA,161,101,55,NA,40,89,146,73,17
2006,Delaware,OH,214,142,61,10,1,NA,151,84,45,NA,NA,214,NA,NA,NA
2006,Fayette,OH,356,266,84,6,NA,NA,140,77,37,NA,NA,356,NA,NA,NA
2006,Gallia,OH,346,290,44,12,NA,NA,133,70,20,NA,NA,NA,346,NA,NA
2006,Geauga,OH,214,174,37,3,NA,NA,119,67,41,NA,NA,214,NA,NA,NA
2006,Greene,OH,265,160,92,13,NA,NA,150,87,47,NA,NA,185,NA,80,NA
2006,Hancock,OH,56,56,NA,NA,NA,NA,40,29,23,NA,NA,NA,NA,NA,56
2006,Knox,OH,213,152,51,10,NA,NA,150,80,43,NA,NA,213,NA,NA,NA
2006,Lake,OH,365,184,124,55,2,NA,157,112,50,5,NA,114,202,44,NA
2006,Lawrence,OH,365,241,115,7,2,NA,171,80,42,NA,NA,153,112,100,NA
2006,Licking,OH,228,160,62,6,NA,NA,140,80,43,NA,NA,213,NA,NA,15
2006,Lorain,OH,263,180,81,2,NA,NA,122,74,42,NA,NA,172,NA,91,NA
2006,Lucas,OH,365,225,128,12,NA,NA,136,79,44,NA,NA,140,77,86,62
2006,Mahoning,OH,365,251,104,10,NA,NA,136,77,40,NA,NA,147,121,97,NA
2006,Medina,OH,257,178,73,6,NA,NA,119,76,43,NA,NA,173,NA,84,NA
2006,Meigs,OH,339,302,31,6,NA,NA,129,56,14,NA,NA,NA,339,NA,NA
2006,Miami,OH,213,148,59,5,1,NA,156,77,44,NA,NA,213,NA,NA,NA
2006,Montgomery,OH,365,269,89,7,NA,NA,147,71,37,101,NA,161,NA,103,NA
2006,Morgan,OH,355,285,32,31,7,NA,200,102,17,NA,NA,NA,355,NA,NA
2006,Noble,OH,339,271,64,4,NA,NA,133,67,38,NA,NA,278,NA,61,NA
2006,Portage,OH,263,186,74,3,NA,NA,133,74,41,NA,NA,169,NA,94,NA
2006,Preble,OH,261,166,91,4,NA,NA,126,77,46,NA,NA,172,NA,89,NA
2006,Scioto,OH,365,280,83,2,NA,NA,143,65,31,NA,NA,NA,137,115,113
2006,Stark,OH,342,198,119,24,1,NA,172,93,47,77,NA,177,NA,88,NA
2006,Summit,OH,365,191,132,41,1,NA,175,104,49,7,NA,131,153,74,NA
2006,Trumbull,OH,265,155,92,16,2,NA,159,85,45,NA,NA,180,NA,85,NA
2006,Tuscarawas,OH,341,297,42,2,NA,NA,107,56,23,NA,NA,NA,341,NA,NA
2006,Warren,OH,214,117,72,21,4,NA,166,105,48,NA,NA,214,NA,NA,NA
2006,Washington,OH,237,162,62,11,2,NA,166,84,44,NA,NA,210,NA,NA,27
2006,Wood,OH,213,157,51,5,NA,NA,136,77,43,NA,NA,213,NA,NA,NA
2006,Wyandot,OH,68,64,4,NA,NA,NA,56,49,26,NA,NA,NA,NA,NA,68
2006,Hancock,ME,365,315,38,11,1,NA,166,64,36,NA,NA,356,NA,9,NA
2006,Knox,ME,182,154,23,5,NA,NA,133,61,38,NA,NA,182,NA,NA,NA
2006,Washington,ME,304,284,20,NA,NA,NA,90,47,31,NA,NA,265,NA,39,NA
2006,Androscoggin,ME,132,120,10,2,NA,NA,129,48,24,NA,NA,85,NA,NA,47
2006,Aroostook,ME,365,327,37,1,NA,NA,106,53,34,NA,NA,223,NA,121,21
2006,Cumberland,ME,365,320,42,3,NA,NA,126,54,34,NA,84,231,19,26,5
2006,Kennebec,ME,212,192,18,2,NA,NA,119,50,32.5,NA,NA,181,NA,NA,31
2006,Oxford,ME,178,174,4,NA,NA,NA,74,44,31,NA,NA,178,NA,NA,NA
2006,Penobscot,ME,365,339,25,1,NA,NA,122,47,32,NA,NA,343,NA,21,1
2006,York,ME,183,144,31,8,NA,NA,140,77,40,NA,NA,183,NA,NA,NA
2006,Sagadahoc,ME,182,159,22,1,NA,NA,108,58,37.5,NA,NA,182,NA,NA,NA
2006,Erie,PA,365,220,134,10,1,NA,161,77,45,NA,25,125,44,171,NA
2006,Franklin,PA,213,172,40,1,NA,NA,101,61,42,NA,NA,213,NA,NA,NA
2006,Monroe,PA,211,162,42,7,NA,NA,140,71,41,NA,NA,211,NA,NA,NA
2006,Adams,PA,365,204,148,13,NA,NA,132,86,46,NA,NA,171,NA,194,NA
2006,Delaware,PA,365,239,100,23,3,NA,166,96,43,NA,90,145,45,76,9
2006,Greene,PA,215,125,77,13,NA,NA,150,90,48,1,NA,194,20,NA,NA
2006,Lawrence,PA,365,288,71,6,NA,NA,132,67,38,NA,87,146,90,NA,42
2006,Montgomery,PA,365,258,79,25,3,NA,159,90,40,NA,105,159,27,67,7
2006,Warren,PA,365,241,56,54,14,NA,176,115,27,NA,NA,NA,365,NA,NA
2006,Washington,PA,365,134,197,34,NA,NA,150,100,57,NA,10,90,148,117,NA
2006,Cumberland,PA,335,188,144,3,NA,NA,145,79,44,NA,NA,NA,NA,335,NA
2006,York,PA,365,223,124,17,1,NA,157,89,44,NA,108,122,51,78,6
2006,Allegheny,PA,365,69,222,59,15,NA,174,129,67,NA,2,58,54,250,1
2006,Armstrong,PA,214,146,55,11,2,NA,190,87,43,NA,NA,214,NA,NA,NA
2006,Beaver,PA,365,118,177,63,7,NA,200,115,62,NA,25,94,207,37,2
2006,Berks,PA,313,206,89,16,2,NA,156,87,42,NA,48,157,23,82,3
2006,Blair,PA,365,296,65,4,NA,NA,133,64,39,NA,76,181,100,NA,8
2006,Bucks,PA,365,258,84,16,7,NA,195,90,40,NA,117,154,19,63,12
2006,Cambria,PA,365,234,114,17,NA,NA,119,82,44,NA,59,133,81,80,12
2006,Centre,PA,365,209,142,14,NA,NA,126,86,47,NA,3,187,1,174,NA
2006,Chester,PA,249,135,90,20,4,NA,187,100,49,NA,NA,175,NA,74,NA
2006,Clearfield,PA,205,160,40,5,NA,NA,136,71,41,NA,NA,205,NA,NA,NA
2006,Dauphin,PA,365,175,171,18,1,NA,156,90,52,NA,23,114,13,215,NA
2006,Elk,PA,355,312,37,6,NA,NA,150,58,35,NA,NA,355,NA,NA,NA
2006,Lackawanna,PA,365,234,122,9,NA,NA,133,75,43,NA,34,121,4,202,4
2006,Lancaster,PA,365,227,110,24,4,NA,169,93,44,NA,66,160,54,77,8
2006,Lehigh,PA,365,297,57,8,3,NA,166,67,36,NA,82,187,93,NA,3
2006,Luzerne,PA,365,314,47,4,NA,NA,140,58,32,NA,89,200,49,NA,27
2006,Lycoming,PA,361,305,51,5,NA,NA,133,61,31,NA,NA,199,152,NA,10
2006,Mercer,PA,365,210,141,11,3,NA,174,84,47,NA,NA,170,11,184,NA
2006,Northampton,PA,365,166,165,25,9,NA,200,97,54,NA,11,66,91,179,18
2006,Perry,PA,364,307,51,6,NA,NA,143,67,26,NA,57,201,106,NA,NA
2006,Philadelphia,PA,365,147,174,38,6,NA,177,103,57,NA,35,104,4,218,4
2006,Schuylkill,PA,365,353,10,2,NA,NA,104,30,11,33,NA,NA,332,NA,NA
2006,Somerset,PA,348,278,62,8,NA,NA,112,74,37,NA,NA,348,NA,NA,NA
2006,Tioga,PA,214,166,44,4,NA,NA,115,67,42,NA,NA,214,NA,NA,NA
2006,Westmoreland,PA,365,244,100,20,1,NA,151,82,43,NA,47,141,76,88,13
2006,Indiana,PA,365,251,99,14,1,NA,154,81,41,NA,21,172,172,NA,NA
2007,Albany,NY,365,232,117,14,2,NA,159,78,42,NA,NA,174,NA,191,NA
2007,Bronx,NY,365,165,183,17,NA,NA,150,87,52,NA,81,50,5,229,NA
2007,Chautauqua,NY,365,267,73,21,4,NA,169,84,40,NA,NA,299,29,37,NA
2007,Chemung,NY,365,320,40,5,NA,NA,122,58,34,NA,NA,341,24,NA,NA
2007,Dutchess,NY,360,320,24,15,1,NA,156,61,32,NA,NA,360,NA,NA,NA
2007,Erie,NY,365,176,147,38,4,NA,167,102,52,NA,48,109,31,177,NA
2007,Essex,NY,365,277,63,23,2,NA,197,80,43,NA,NA,353,NA,12,NA
2007,Franklin,NY,365,336,24,4,1,NA,180,49,24,NA,NA,177,84,NA,104
2007,Hamilton,NY,365,326,31,8,NA,NA,140,51,35,NA,NA,359,6,NA,NA
2007,Herkimer,NY,363,339,19,5,NA,NA,147,47,33,NA,NA,351,12,NA,NA
2007,Jefferson,NY,244,200,28,15,1,NA,154,74,37,NA,NA,244,NA,NA,NA
2007,Kings,NY,363,201,154,8,NA,NA,125,76,46,NA,NA,NA,NA,363,NA
2007,Madison,NY,365,315,41,9,NA,NA,136,61,36,NA,NA,352,13,NA,NA
2007,Monroe,NY,365,258,94,12,1,NA,156,74,39,NA,NA,184,35,146,NA
2007,Nassau,NY,365,230,131,4,NA,NA,132,70,42,NA,89,NA,2,274,NA
2007,New York,NY,365,118,230,16,1,NA,164,90,57,NA,94,24,3,244,NA
2007,Niagara,NY,365,235,110,18,2,NA,159,77,43,NA,NA,149,4,212,NA
2007,Oneida,NY,365,250,111,4,NA,NA,119,70,39,NA,NA,164,NA,201,NA
2007,Onondaga,NY,365,302,48,14,1,NA,154,71,32,21,NA,294,12,38,NA
2007,Orange,NY,365,245,101,16,3,NA,195,76,40,NA,NA,156,NA,209,NA
2007,Putnam,NY,365,311,37,14,3,NA,159,64,34,NA,NA,349,16,NA,NA
2007,Queens,NY,365,194,156,14,1,NA,154,85,47,NA,76,66,2,221,NA
2007,Rensselaer,NY,355,315,30,10,NA,NA,136,58,33,NA,NA,350,5,NA,NA
2007,Richmond,NY,363,215,132,14,2,NA,179,80,44,NA,NA,122,NA,241,NA
2007,Saratoga,NY,354,313,22,17,2,NA,156,54,33,NA,NA,354,NA,NA,NA
2007,Schenectady,NY,364,340,22,2,NA,NA,143,44,29,7,NA,335,22,NA,NA
2007,St. Lawrence,NY,53,50,3,NA,NA,NA,80,45,21,NA,NA,NA,NA,53,NA
2007,Steuben,NY,365,264,92,9,NA,NA,122,74,40,NA,NA,234,3,128,NA
2007,Suffolk,NY,365,273,68,19,5,NA,177,79,39,NA,29,265,24,47,NA
2007,Tompkins,NY,356,302,50,4,NA,NA,115,61,35,NA,NA,356,NA,NA,NA
2007,Ulster,NY,365,320,39,6,NA,NA,140,58,35,NA,NA,359,6,NA,NA
2007,Wayne,NY,192,150,31,11,NA,NA,133,77,38,NA,NA,192,NA,NA,NA
2007,Westchester,NY,364,239,106,12,7,NA,190,78,42.5,NA,NA,195,NA,169,NA
2007,Oswego,NY,214,170,32,12,NA,NA,143,77,38,NA,NA,214,NA,NA,NA
2007,Franklin,OH,365,205,119,35,6,NA,172,105,46,20,NA,180,44,79,42
2007,Hamilton,OH,365,111,190,56,8,NA,187,120,61,NA,35,141,44,145,NA
2007,Jefferson,OH,365,191,132,40,2,NA,176,102,48,32,NA,141,114,78,NA
2007,Madison,OH,212,108,77,25,2,NA,164,105,50,NA,NA,212,NA,NA,NA
2007,Adams,OH,362,316,44,2,NA,NA,130,57,16,NA,NA,NA,362,NA,NA
2007,Allen,OH,365,286,61,17,1,NA,156,84,31,NA,NA,213,129,NA,23
2007,Ashtabula,OH,359,289,46,18,6,NA,182,90,34,NA,NA,212,147,NA,NA
2007,Athens,OH,362,236,100,25,1,NA,151,93,42,NA,22,203,105,32,NA
2007,Belmont,OH,325,246,64,15,NA,NA,130,80,24,NA,NA,NA,325,NA,NA
2007,Butler,OH,365,182,129,48,6,NA,197,112,51,NA,NA,255,43,67,NA
2007,Clark,OH,365,233,111,19,2,NA,177,87,44,NA,NA,182,103,80,NA
2007,Clermont,OH,255,129,95,27,4,NA,169,108,50,NA,NA,181,NA,74,NA
2007,Clinton,OH,214,105,67,40,2,NA,164,115,51,NA,NA,214,NA,NA,NA
2007,Columbiana,OH,363,294,55,13,1,NA,161,77,18,NA,NA,NA,322,NA,41
2007,Crawford,OH,323,272,42,9,NA,NA,122,67,35,NA,NA,323,NA,NA,NA
2007,Cuyahoga,OH,365,148,179,33,5,NA,195,101,58,1,54,83,144,65,18
2007,Delaware,OH,213,130,56,26,1,NA,154,105,48,NA,NA,213,NA,NA,NA
2007,Fayette,OH,361,259,80,22,NA,NA,147,90,40,NA,NA,361,NA,NA,NA
2007,Geauga,OH,214,178,35,1,NA,NA,101,64,38,NA,NA,214,NA,NA,NA
2007,Greene,OH,262,144,101,16,1,NA,166,90,48,NA,NA,182,NA,78,2
2007,Hancock,OH,54,54,NA,NA,NA,NA,33,31,22,NA,NA,NA,NA,NA,54
2007,Knox,OH,214,135,65,13,1,NA,156,90,45,NA,NA,214,NA,NA,NA
2007,Lake,OH,365,183,124,54,4,NA,169,110,50,4,NA,109,189,63,NA
2007,Lawrence,OH,365,215,125,23,2,NA,159,91,45,NA,NA,163,108,94,NA
2007,Licking,OH,214,126,70,18,NA,NA,143,97,47,NA,NA,214,NA,NA,NA
2007,Lorain,OH,262,157,92,12,1,NA,163,82,45,NA,NA,174,NA,87,1
2007,Lucas,OH,365,221,125,15,4,NA,185,92,44,NA,NA,141,91,78,55
2007,Mahoning,OH,365,239,101,24,1,NA,164,87,41,NA,NA,156,126,83,NA
2007,Medina,OH,259,181,76,2,NA,NA,108,67,40,NA,NA,171,NA,88,NA
2007,Meigs,OH,358,329,25,4,NA,NA,122,44,11,NA,NA,NA,358,NA,NA
2007,Miami,OH,214,147,57,10,NA,NA,143,84,45,NA,NA,214,NA,NA,NA
2007,Montgomery,OH,365,239,110,15,1,NA,153,77,41,101,NA,168,NA,96,NA
2007,Morgan,OH,365,291,38,28,8,NA,172,97,20,NA,NA,NA,365,NA,NA
2007,Noble,OH,363,261,85,17,NA,NA,143,80,41,NA,NA,304,NA,59,NA
2007,Portage,OH,256,167,75,13,1,NA,161,81,43,NA,NA,167,NA,89,NA
2007,Preble,OH,263,151,104,8,NA,NA,129,83,47,NA,NA,183,NA,80,NA
2007,Scioto,OH,365,278,84,3,NA,NA,117,62,33,NA,NA,NA,111,105,149
2007,Stark,OH,355,189,123,36,7,NA,182,108,47,106,NA,188,NA,61,NA
2007,Summit,OH,365,210,117,30,8,NA,179,101,46,13,NA,171,106,75,NA
2007,Trumbull,OH,262,140,90,30,2,NA,166,108,49.5,NA,NA,185,NA,77,NA
2007,Tuscarawas,OH,359,309,47,3,NA,NA,104,56,23,NA,NA,NA,359,NA,NA
2007,Warren,OH,258,115,91,48,4,NA,195,122,54,NA,NA,196,NA,62,NA
2007,Washington,OH,229,128,76,21,4,NA,164,105,49,NA,NA,214,NA,NA,15
2007,Wood,OH,213,148,49,13,3,NA,159,93,44,NA,NA,213,NA,NA,NA
2007,Wyandot,OH,55,42,12,1,NA,NA,107,56,30,NA,NA,NA,NA,NA,55
2007,Hancock,ME,365,311,37,13,4,NA,182,65,35,2,NA,350,5,8,NA
2007,Knox,ME,179,151,22,4,2,NA,177,71,34,NA,NA,179,NA,NA,NA
2007,Washington,ME,359,339,16,4,NA,NA,150,45,32,NA,NA,350,NA,9,NA
2007,Androscoggin,ME,211,185,16,7,3,NA,166,58,32,NA,NA,182,NA,NA,29
2007,Aroostook,ME,365,333,29,3,NA,NA,129,48,32,NA,NA,226,2,107,30
2007,Cumberland,ME,262,222,30,9,1,NA,185,58,35,NA,NA,198,NA,49,15
2007,Kennebec,ME,209,188,11,9,1,NA,156,54,33,NA,NA,181,NA,NA,28
2007,Oxford,ME,172,166,2,4,NA,NA,150,44,30.5,NA,NA,172,NA,NA,NA
2007,Penobscot,ME,357,332,19,6,NA,NA,133,49,32,NA,NA,333,NA,17,7
2007,York,ME,274,240,20,11,3,NA,185,54,32.5,NA,NA,274,NA,NA,NA
2007,Sagadahoc,ME,129,108,12,8,1,NA,179,71,32,NA,NA,129,NA,NA,NA
2007,Erie,PA,365,218,125,20,2,NA,182,84,45,NA,22,133,41,169,NA
2007,Franklin,PA,212,122,72,18,NA,NA,129,97,47.5,NA,NA,212,NA,NA,NA
2007,Monroe,PA,207,168,32,6,1,NA,151,74,39,NA,NA,207,NA,NA,NA
2007,Adams,PA,364,202,135,27,NA,NA,143,97,48,NA,NA,211,NA,153,NA
2007,Delaware,PA,365,229,115,17,3,1,202,89,44,NA,85,149,52,75,4
2007,Greene,PA,215,100,84,31,NA,NA,150,108,54,1,NA,197,17,NA,NA
2007,Lawrence,PA,365,264,82,19,NA,NA,138,80,39,NA,91,143,87,NA,44
2007,Montgomery,PA,365,252,88,22,3,NA,164,90,39,NA,118,166,13,67,1
2007,Warren,PA,365,254,64,46,1,NA,155,105,24,NA,NA,NA,365,NA,NA
2007,Washington,PA,365,111,220,32,2,NA,155,100,60,NA,9,87,121,148,NA
2007,Cumberland,PA,329,169,154,6,NA,NA,121,81,49,NA,NA,NA,NA,329,NA
2007,York,PA,365,198,126,37,4,NA,164,103,48,NA,95,148,36,79,7
2007,Allegheny,PA,365,70,212,59,24,NA,185,135,67,NA,2,41,58,264,NA
2007,Armstrong,PA,213,134,53,23,3,NA,187,108,45,NA,NA,213,NA,NA,NA
2007,Beaver,PA,365,131,169,60,5,NA,196,109,62,NA,15,98,207,40,5
2007,Berks,PA,273,168,85,19,1,NA,161,97,44,NA,26,141,24,78,4
2007,Blair,PA,365,298,62,5,NA,NA,122,64,38,NA,100,191,70,NA,4
2007,Bucks,PA,361,258,71,25,4,3,217,85,37,3,79,141,64,66,8
2007,Cambria,PA,365,234,124,7,NA,NA,129,80,43,NA,68,144,67,80,6
2007,Centre,PA,365,203,145,17,NA,NA,140,84,48,NA,3,189,3,170,NA
2007,Chester,PA,254,120,108,24,1,1,212,101,53,NA,NA,177,NA,77,NA
2007,Clearfield,PA,203,151,46,6,NA,NA,126,84,41,NA,NA,203,NA,NA,NA
2007,Dauphin,PA,365,164,167,33,1,NA,151,97,55,NA,28,126,16,195,NA
2007,Elk,PA,361,297,56,8,NA,NA,136,67,36,NA,NA,361,NA,NA,NA
2007,Lackawanna,PA,365,233,117,15,NA,NA,136,82,43,NA,36,130,6,192,1
2007,Lancaster,PA,365,211,116,37,1,NA,166,101,45,NA,66,170,53,72,4
2007,Lehigh,PA,365,291,51,21,2,NA,164,80,36,NA,113,192,56,NA,4
2007,Luzerne,PA,365,304,49,12,NA,NA,133,64,35,1,104,202,48,NA,10
2007,Lycoming,PA,358,294,51,13,NA,NA,143,71,33,NA,NA,205,144,NA,9
